model,sample_index,number_of_atoms,dft_negative_mode_count,predicted_negative_mode_count,exact_negative_mode_count_match,dft_stationary_point_class,predicted_stationary_point_class,three_class_match
LeftNet-DF AD,695,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,696,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,697,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,698,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,699,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,700,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,701,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,702,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,703,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,704,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,705,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,706,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,707,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,708,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,709,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,710,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,711,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,712,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,713,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,714,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,715,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,716,5,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,717,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,718,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,719,11,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,720,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,721,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,722,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,723,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,724,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,725,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,726,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,727,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,728,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,729,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,730,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,731,14,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,732,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,733,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,734,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,735,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,736,5,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,737,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,738,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,739,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,740,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,741,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,742,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,743,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,744,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,745,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,746,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,747,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,748,8,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,749,7,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,750,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,751,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,752,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,753,8,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,754,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,755,17,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-DF AD,756,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,757,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,758,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,759,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,760,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,761,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,762,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,763,15,3,4,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,764,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,765,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,766,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,767,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,768,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,769,14,1,3,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,770,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,771,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,772,8,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,773,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,774,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,775,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,776,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,777,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,778,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,779,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,780,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,781,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,782,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,783,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,784,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,785,15,1,3,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,786,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,787,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,788,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,789,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,790,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,791,15,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,792,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,793,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,794,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,795,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,796,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,797,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,798,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,799,19,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,800,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,801,6,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,802,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,803,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,804,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,805,12,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,806,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,807,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,808,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,809,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,810,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,811,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,812,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,813,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,814,9,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,815,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,816,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,817,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,818,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,819,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,820,10,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,821,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,822,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,823,12,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,824,17,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,825,16,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,826,19,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,827,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,828,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,829,13,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-DF AD,830,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,831,8,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,832,16,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,833,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,834,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,835,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,836,21,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,837,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,838,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,839,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,840,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,841,18,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,842,11,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,843,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,844,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,845,15,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,846,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,847,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,848,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,849,9,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,850,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,851,16,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,852,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,853,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,854,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,855,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,856,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,857,15,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,858,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,859,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,860,13,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,861,18,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,862,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,863,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,864,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,865,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,866,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,867,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,868,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,869,14,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,870,14,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-DF AD,871,15,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,872,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,873,21,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,874,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,875,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,876,13,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,877,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,878,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,879,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,880,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,881,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,882,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,883,11,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,884,10,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,885,16,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,886,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,887,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,888,17,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,889,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,890,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,891,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,892,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,893,10,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,894,16,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,895,17,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,896,14,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,897,18,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,898,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,899,17,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,900,14,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,901,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,902,18,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,903,6,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,904,19,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,905,11,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,906,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,907,18,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,908,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,909,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,910,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,911,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,912,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,913,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,914,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,915,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,916,11,2,3,False,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,917,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,918,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,919,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,920,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,921,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,922,13,1,0,False,Transition state,Minimum,False
LeftNet-DF AD,923,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,924,15,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,925,10,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,926,17,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,927,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,928,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,929,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,930,20,0,1,False,Minimum,Transition state,False
LeftNet-DF AD,931,19,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,932,15,1,3,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,933,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,934,8,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,935,19,4,4,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,936,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,937,12,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,938,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,939,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,940,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,941,16,4,4,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,942,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,943,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,944,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,945,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,946,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,947,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,948,9,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,949,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,950,14,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,951,12,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,952,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,953,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,954,14,3,3,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,955,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,956,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,957,13,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,958,15,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,959,13,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,960,16,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,961,14,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,962,13,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,963,12,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,964,16,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,965,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
LeftNet-DF AD,966,14,2,1,False,Higher-order saddle point,Transition state,False
LeftNet-DF AD,967,8,1,1,True,Transition state,Transition state,True
LeftNet-DF AD,968,11,0,0,True,Minimum,Minimum,True
LeftNet-DF AD,969,12,1,2,False,Transition state,Higher-order saddle point,False
LeftNet-DF AD,970,19,2,2,True,Higher-order saddle point,Higher-order saddle point,True
